Year;Country;Performer;Song;Composers;Lyricists;Lyrics.length.category
2008;The Netherlands;Hind;Your Heart Belongs To Me;Bas van den Heuvel,Hind,Tjeerd van Zanen;Hind,Tjeerd van Zanen;Long
2008;Belarus;Ruslan Alehno;Hasta La Vista;Taras Demchuk;Eleonora Melnik;Middle
2008;Montenegro;Stefan Filipović;Zauvijek Volim Te;Grigor Koprov;Ognen Nedelkovski;Short
2008;Ireland;Dustin the Turkey;Irelande Douze Pointe;Darren Smith,Dustin the Turkey,Simon Fine;Unknown;Very long
2008;Andorra;Gisela;Casanova;Jordi Cubino;Unknown;Long
2008;Belgium;Ishtar;O Julissi;Michel Vangheluwe;Unknown;Middle
2008;Czech Republic;Tereza Kerndlová;Have Some Fun;Gordon Pogoda,Stano Šimor;Unknown;Very long
2008;Estonia;Kreisiraadio;Leto Svet;Glen Pilvre,Hannes Võrno,Peeter Oja,Priit Pajusaar,Tarmo Leinatamm;Unknown;Very short
2008;Hungary;Csézy;Candlelight;Viktor Rakonczai;Imre Mózsik;Short
2008;San Marino;Miodio;Complice;Francesco Sancisi;Nicola Della Valle;Short
2009;Norway;Alexander Rybak;Fairytale;Alexander Rybak;Unknown;Very short
2009;Iceland;Yohanna;Is It True?;Chris Neil,Óskar Páll Sveinsson,Tinatin;Unknown;Short
2009;Azerbaijan;AySel & Arash;Always;Alex Papaconstantinou,Arash Labaf,Johan Bejerholm,Marcus Englöf,Robert Uhlmann;Anderz Wrethov,Arash Labaf,Elin Wrethov,Robert Uhlmann;Middle
2009;Turkey;Hadise;Düm Tek Tek;Sinan Akçıl;Hadise,Sinan Akçıl,Stefan Fernande;Very long
2009;United Kingdom;Jade Ewen;It's My Time;Andrew Lloyd Webber,Diane Eve Warren;Unknown;Middle
2009;Estonia;Urban Symphony;Rändajad;Sven Lõhmus;Unknown;Short
2009;Greece;Sakis Rouvas;This Is Our Night;Dimitris Kontopoulos;Cameron Giles-Webb,Craig Porteils;Long
2009;France;Patricia Kaas;Et S'il Fallait Le Faire;Fred Blondin;Anse Lazio;Middle
2009;Bosnia and Herzegovina;Regina;Bistra Voda;Aleksandar Čović;Unknown;Very short
2009;Armenia;Inga & Anush;Jan Jan;Mane Akopyan;Avet Barseghyan,Vardan Zadoyan;Very long
2009;Russia;Anastasia Prikhodko;Mamo;Konstantin Meladze;Diana Golde,Konstantin Meladze;Short
2009;Ukraine;Svetlana Loboda;Be my Valentine! (Anti-crisis Girl);Svetlana Loboda;Yevgeny Matyushenko;Long
2009;Denmark;Brinck;Believe Again;Lars Halvor Jensen,Martin Michael Larsson,Ronan Keating;Unknown;Middle
2009;Moldova;Nelly Ciobanu;Hora Din Moldova;Veaceslav Daniliuc;Andrei Hadjiu,Aristotelis Kalimeris,Nelly Ciobanu;Very long
2009;Portugal;Flor-de-lis;Todas As Ruas Do Amor;Pedro Marques;Paulo Pereira,Pedro Marques;Long
2009;Israel;Noa & Mira Awad;There Must Be Another Way;Gil Dor,Mira Awad,Noa;Unknown;Middle
2009;Albania;Kejsi Tola;Carry Me In Your Dreams;Edmond Zhulali;June Muftaraj Taylor;Middle
2009;Croatia;Igor Cukrov feat. Andrea;Lijepa Tena;Tonči Huljić;Vjekoslava Huljić;Very short
2009;Romania;Elena;The Balkan Girls;Daris Mangal,Laurenţiu Duţă,Ovidiu Bistriceanu;Alexandru Pelin,Laurenţiu Duţă;Very long
2009;Germany;Alex Swings Oscar Sings!;Miss Kiss Kiss Bang;Alex Christensen;Unknown;Very long
2009;Sweden;Malena Ernman;La Voix;Fredrik Kempe;Fredrik Kempe,Malena Ernman;Short
2009;Malta;Chiara;What If We;Marc Paelinck;Gregory Bilsen;Short
2009;Lithuania;Sasha Son;Love;Sasha Son;Unknown;Long
2009;Spain;Soraya;La Noche Es Para Mí (The Night Is For Me);Dimitri Stassos,Irini Michas,Jason Gill;Felipe Pedroso;Middle
2009;Finland;Waldo's People;Lose Control;Ari Erik Veikko Lehtonen,Karima;Annie Kratz-Gutå,Ari Erik Veikko Lehtonen,Karima,Waldo;Very long
2009;Serbia;Marko Kon & Milaan;Cipela;Aleksandar Milanović Kobac,Marko Kon,Milan 'Milaan' Nikolić;Marko Kon;Middle
2009;Ireland;Sinéad Mulvey & Black Daisy;Et Cetera;Christina Schilling,Daniele Moretti,Jonas Gladnikoff,Niall Mooney;Unknown;Long
2009;Macedonia;Next Time;Neshto Shto Ke Ostane;Damjan Lazarov,Jovan Jovanov;Elvir Mekić;Middle
2009;Montenegro;Andrea Demirović;Just Get Out of My Life;Bernd Meinunger,José Juan Santana Rodriguez,Peter Match;Unknown;Very long
2009;Poland;Lidia Kopania;I Don't Wanna Leave;Alex Geringas,Bernd Klimpel,Dee Adam,Rike Boomgaarden;Unknown;Middle
2009;Cyprus;Christina Metaxa;Firefly;Nikolas Metaxas;Unknown;Long
2009;Belarus;Petr Elfimov;Eyes That Never Lie;Petr Elfimov;Valery Prokhozhy;Short
2009;Switzerland;Lovebugs;The Highest Heights;Adrian Sieber,Florian Senn,Thomas Rechberger;Unknown;Very short
2009;Hungary;Zoli Ádok;Dance With Me;Zé Szabó;Jnoffin Kasai;Very long
2009;Slovenia;Quartissimo feat. Martina;Love Symphony;Aleksandar Valenčić,Andrej Babić;Andrej Babić;Very short
2009;The Netherlands;The Toppers;Shine;Bas van den Heuvel,Gordon;Unknown;Very long
2009;Andorra;Susanne Georgi;La Teva Decisió (Get A Life);Lene Dissing,Marcus Winther-John,Pernille Georgi,Rune Braager,Susanne Georgi;Josep Roca Vila;Long
2009;Slovakia;Kamil Mikulčík & Nela Pocisková;Leť Tmou;Rastislav Dubovský;Anna Žigová,Petronela Kolevská;Middle
2009;Bulgaria;Krassimir Avramov;Illusion;Krassimir Avramov,William Tabanou;Casie Tabanou,Krassimir Avramov,William Tabanou;Middle
2009;Latvia;Intars Busulis;Probka;Kārlis Lācis;Jānis Elsbergs,Sergej Timofejev;Very long
2009;Belgium;Copycat;Unknown;Miam Monster Miam;Jacques Duvall;Very long
2009;Czech Republic;Gipsy.cz;Aven Romale;Radoslav 'Gipsy' Banga;Unknown;Very long
2010;Germany;Lena;Satellite;John Gordon,Julie Frost;Unknown;Very long
2010;Turkey;maNga;We Could Be The Same;Ferman Akgül;Unknown;Long
2010;Romania;Paula Seling & Ovi;Playing With Fire;Ovidiu Cernăuţeanu;Unknown;Long
2010;Denmark;Chanée & N'evergreen;In A Moment Like This;Erik Bernholm,Henrik Sethsson,Thomas G:son;Henrik Sethsson,Thomas G:son;Long
2010;Azerbaijan;Safura;Drip Drop;Anders Bagge,Stefan Örn;Sandra Bjurman;Long
2010;Belgium;Tom Dice;Me And My Guitar;Jeroen Swinnen,Tom Eeckhout;Ashley Hicklin,Tom Eeckhout;Middle
2010;Armenia;Eva Rivas;Apricot Stone;Armen Martirosyan;Karen Kavaleryan;Long
2010;Greece;Giorgos Alkaios & Friends;OPA;Giorgos Alkaios;Anastasios Kanaridis,Giannis Antoniou,Gogua Iakovos,Jenia Evgenios Buli,Lazos Ioannidis,Petros Zlatkos;Middle
2010;Georgia;Sofia Nizharadze;Shine;Christian Leuzzi,Hanne Margrethe Fredriksen Sørvaag,Harry Sommerdahl;Unknown;Short
2010;Ukraine;Alyosha;Sweet People;Olena Kucher,Borys Kukoba,Vadim Lisitsa;Olena Kucher;Short
2010;Russia;Peter Nalitch & Friends;Lost And Forgotten;Peter Nalitch;Unknown;Short
2010;France;Jessy Matador;Allez Olla Olé;Hugues Ducamin,Jacques Ballue;Unknown;Very long
2010;Serbia;Milan Stanković;Ovo Je Balkan;Goran Bregović;Marina Tucaković;Middle
2010;Israel;Harel Skaat;Milim;Tomer Hadadi;Noam Horev;Middle
2010;Spain;Daniel Diges;Algo Pequeñito;Jesús Cañadilla;Unknown;Long
2010;Albania;Juliana Pasha;It's All About You;Ardit Gjebrea;Ardit Gjebrea,Pirro Çako;Very long
2010;Bosnia and Herzegovina;Vukašin Brajić;Thunder and Lightning;Edin-Dino Šaran;Unknown;Short
2010;Portugal;Filipa Azevedo;Há Dias Assim;Augusto Madureira;Unknown;Short
2010;Iceland;Hera Björk;Je Ne Sais Quoi;Hera Björk Þórhallsdóttir,Örlygur Smári;Unknown;Short
2010;Norway;Didrik Solli-Tangen;My Heart Is Yours;Fredrik Kempe,Hanne Margrethe Fredriksen Sørvaag;Unknown;Very short
2010;Cyprus;Jon Lilygreen & The Islanders;Life Looks Better In Spring;Melis Konstantinou,Nasos Lambrianides;Nasos Lambrianides;Long
2010;Moldova;Sunstroke Project & Olia Tira;Run Away;Anton Ragoza,Sergey Stepanov;Alina Galetskaya;Long
2010;Ireland;Niamh Kavanagh;It's For You;Jonas Gladnikoff,Lina Eriksson,Marten Eriksson,Niall Mooney;Unknown;Middle
2010;Belarus;3+2;Butterflies;Maxim Fadeev;Malka Chaplin;Short
2010;United Kingdom;Josh;That Sounds Good To Me;Mike Stock,Pete Waterman;Unknown;Middle
2010;Sweden;Anna Bergendahl;This Is My Life;Bobby Ljunggren;Kristian Lagerström;Middle
2010;Finland;Kuunkuiskaajat;Työlki Ellää;Timo Kiiskinen;Unknown;Long
2010;Lithuania;InCulto;Eastern European Funk;Aurelijus Morlencas,Jievaras Jasinskis,Jonas Narbutas,Jurgis Didžiulis,Laurynas Lapė;Unknown;Very long
2010;Malta;Thea Garrett;My Dream;Jason Cassar;Sunny Aquilina;Short
2010;Poland;Marcin Mroziński;Legenda;Marcin Nierubiec;Marcin Mroziński;Middle
2010;Estonia;Malcolm Lincoln;Siren;Robin Juhkental;Unknown;Middle
2010;Macedonia;Gjoko Taneski;Jas Ja Imam Silata;Kristian Gabroski;Unknown;Middle
2010;Croatia;Feminnem;Lako Je Sve;Branimir Mihaljević;Neda Parmać,Pamela Ramljak;Short
2010;The Netherlands;Sieneke;Ik Ben Verliefd (Sha-la-lie);Pierre Kartner;Unknown;Very long
2010;Slovakia;Kristina Pelakova;Horehronie;Martin Kavulič;Kamil Peteraj;Short
2010;Bulgaria;Miro;Angel Si Ti;Miroslav Kostadinov;Mihail Mihailov;Short
2010;Latvia;Aisha;What For?;Jānis Lūsēns;Guntars Račs;Long
2010;Slovenia;Ansambel Žlindra & Kalamari;Narodnozabavni Rock;Marino Legovič;Leon Oblak;Middle
2010;Switzerland;Michael von der Heide;Il Pleut de L'Or;Michael von der Heide,Pele Loriano;André Grüter,Heike Kospach,Michael von der Heide;Middle
2011;Azerbaijan;Ell/Nikki;Running Scared;Iain Farquharson,Sandra Bjurman,Stefan Örn;Sandra Bjurman,Stefan Örn;Middle
2011;Italy;Raphael Gualazzi;Madness Of Love;Raphael Gualazzi;Unknown;Short
2011;Sweden;Eric Saade;Popular;Fredrik Kempe;Unknown;Long
2011;Ukraine;Mika Newton;Angel;Maryna Skomorohova;Ruslan Kvinta;Short
2011;Denmark;A Friend In London;New Tomorrow;Jakob Glæsner,Lise Cabble;Unknown;Long
2011;Bosnia and Herzegovina;Dino Merlin;Love In Rewind;Dino Merlin;Unknown;Middle
2011;Greece;Loucas Yiorkas feat. Stereo Mike;Watch My Dance;Eleana Vrahali,Giannis Christodoulopoulos;Unknown;Middle
2011;Ireland;Jedward;Lipstick;Dan Priddy,Lars Halvor Jensen,Martin Larson;Unknown;Very long
2011;Georgia;Eldrine;One More Day;DJ BE$$;DJ Rock,Miken;Very long
2011;Germany;Lena;Taken By A Stranger;Gus Seyffert,Monica Birkenes,Nicole Morier;Unknown;Short
2011;United Kingdom;Blue;I Can;Ben Collier,Ciaron Bell,Duncan James,Ian Hope,Lee Ryan,Liam Keenan;Unknown;Very long
2011;Moldova;Zdob și Zdub;So Lucky;Marc Elsner,Mihai Gîncu,Roman Iagupov;Andy Shuman,Marc Elsner;Very long
2011;Slovenia;Maja Keuc;No One;Matjaž Vlašič;Urša Vlašič;Long
2011;Serbia;Nina;Čaroban;Kristina Kovač;Unknown;Long
2011;France;Amaury Vassili;Sognu;Daniel Moyne,Quentin Bachelet;Jean-Pierre Marcellesi,Julie Miller;Very short
2011;Russia;Alexej Vorobjov;Get You;AJ Junior,Alex Sparrow,Bilal 'The Chef',Eric Sanicola,RedOne;Unknown;Middle
2011;Romania;Hotel FM;Change;Gabriel Băruţă;Alexandra Ivan,Gabriel Băruţă;Very long
2011;Austria;Nadine Beiler;The Secret Is Love;Thomas Rabitsch;Nadine Beiler;Middle
2011;Lithuania;Evelina Sašenko;C'est Ma Vie;Paulius Zdanavičius;Andrius Kairys;Short
2011;Iceland;Sjonni's Friends;Coming Home;Sigurjón Brink;Þórunn Erna Clausen;Long
2011;Finland;Paradise Oskar;Da Da Dam;Axel Ehnström;Unknown;Long
2011;Hungary;Kati Wolf;What About My Dreams?;Gergő Rácz,Viktor Rakonczai;Johnny K. Palmer,Péter Geszti;Middle
2011;Spain;Lucía Pérez;Que Me Quiten Lo Bailao;Rafael Artesero Herrero;Unknown;Long
2011;Estonia;Getter Jaani;Rockefeller Street;Sven Lõhmus;Unknown;Very long
2011;Switzerland;Anna Rossinelli;In Love For A While;David Klein;Unknown;Short
2011;Malta;Glen Vella;One Life;Fleur Balzan,Paul Giordimaina;Unknown;Long
2011;Armenia;Emmy;Boom Boom;Hayk Harutyunyan,Hayk Hovhannisyan;Sosi Khanikyan;Very long
2011;Belgium;Witloof Bay;With Love Baby;Benoît Giaux,RoxorLoops;Unknown;Very long
2011;Turkey;Yüksek Sadakat;Live It Up;Kutlu Özmakinacı;Ergün Arsal;Middle
2011;Albania;Aurela Gaçe;Feel The Passion;Shpëtim Saraçi;Sokol Marsi;Very long
2011;Bulgaria;Poli Genova;Na Inat;Borislav Milanov,David Bronner,Poli Genova,Sebastian Arman;Unknown;Middle
2011;Slovakia;TWiiNS;I'm Still Alive;Bryan Todd;Brano Jancich,Bryan Todd,Sandra Nordstrom;Very long
2011;Belarus;Anastasiya Vinnikova;I Love Belarus;Evgeny Oleynik;Evgeny Oleynik,Svetlana Geraskova;Very long
2011;Croatia;Daria;Celebrate;Boris Đurđević;Andrea Čubrić;Long
2011;Israel;Dana International;Ding Dong;Dana International;Unknown;Middle
2011;Macedonia;Vlatko Ilievski;Rusinka;Gilgor Koprov,Jovan Jovanov,Vladimir Dojcinovski;Unknown;Middle
2011;San Marino;Senit;Stand By;Radiosa Romani;Unknown;Middle
2011;Norway;Stella Mwangi;Haba Haba;Andreas Sjo Engen,Big City,Kjetil Helgesen,Marcus Only,Victor Forberg-Skogeng;Stella Nyambura Mwangi;Long
2011;Latvia;Musiqq;Angel In Disguise;Marats Ogļezņevs;Unknown;Very long
2011;Portugal;Homens Da Luta;Luta É Alegria;Vasco Duarte;Jel;Very long
2011;Poland;Magdalena Tul;Jestem;Magdalena Tul;Unknown;Very long
2011;Cyprus;Christos Mylordos;San Aggelos S'agapisa;Andreas Anastasiou;Michalis Antoniou;Short
2011;The Netherlands;3JS;Never Alone;Jaap de Witte,Jaap Kwakman,Jan Dulles;Unknown;Middle
2012;Sweden;Loreen;Euphoria;Peter Boström,Thomas G:son;Unknown;Middle
2012;Russia;Buranovskiye Babushki;Party For Everybody;Viktor Drobysh;Olga Tuktaryova;Long
2012;Serbia;Željko Joksimović;Nije Ljubav Stvar;Željko Joksimović;Marina Tucaković,Miloš Roganović;Very short
2012;Azerbaijan;Sabina Babayeva;When The Music Dies;Anders Bagge,Johan Kronlund,Sandra Bjurman,Stefan Örn;Unknown;Short
2012;Albania;Rona Nishliu;Suus;Florent Boshnjaku;Rona Nishliu;Short
2012;Estonia;Ott Lepland;Kuula;Aapo Ilves,Ott Lepland;Unknown;Very short
2012;Turkey;Can Bonomo;Love Me Back;Can Bonomo;Unknown;Middle
2012;Germany;Roman Lob;Standing Still;Jamie Cullum,Steve Robson,Wayne Hector;Unknown;Long
2012;Italy;Nina Zilli;L'Amore È Femmina (Out Of Love);Charlie Mason,Christian Rabb,Frida Molander,Kristoffer Sjökvist,Nina Zilli;Unknown;Very long
2012;Spain;Pastora Soler;Quédate Conmigo;Erik Bernholm,Thomas G:son,Tony Sánchez-Ohlsson;Tony Sánchez-Ohlsson;Short
2012;Moldova;Pasha Parfeny;Lăutar;Alex Brașoveanu,Pavel Parfeni;Pavel Parfeni;Middle
2012;Romania;Mandinga;Zaleilah;Costi Ioniţă;Ionescu Elena,Secada Dihigo Omar;Long
2012;Macedonia;Kaliopi;Crno I Belo;Romeo Grill;Kaliopi;Middle
2012;Lithuania;Donny Montell;Love Is Blind;Brandon Stone;Unknown;Middle
2012;Ukraine;Gaitana;Be My Guest;Alex Nabrodov,Gaitana,Igor Nikolayev;Gaitana;Middle
2012;Cyprus;Ivi Adamou;La La Love;Alex Papaconstantinou,Alexandra Zakka,Björn Djupström,Viktor Svensson;Unknown;Long
2012;Greece;Eleftheria Eleftheriou;Aphrodisiac;Dajana Lööf,Dimitri Stassos,Mikaela Stenström;Unknown;Middle
2012;Bosnia and Herzegovina;Maya Sar;Korake Ti Znam;Maja Sarihodžić;Unknown;Short
2012;Ireland;Jedward;Waterline;Nick Jarl,Sharon Vaughn;Unknown;Middle
2012;Iceland;Greta Salóme & Jónsi;Never Forget;Greta Salóme Stefánsdóttir;Unknown;Middle
2012;Malta;Kurt Calleja;This Is The Night;Johan Jämtberg,Kurt Calleja,Mikael Gunnerås;Unknown;Very long
2012;France;Anggun;Echo (You And I);Jean-Pierre Pilot,William Rousseau;Anggun,William Rousseau;Middle
2012;Denmark;Soluna Samay;Should've Known Better;Chief 1,Isam Bachiri,Remee;Chief 1;Very long
2012;Hungary;Compact Disco;Sound Of Our Hearts;Attila Sándor,Behnam Lotfi,Csaba Walkó,Gábor Pál;Unknown;Middle
2012;United Kingdom;Engelbert Humperdinck;Love Will Set You Free;Martin Terefe,Sacha Skarbek;Unknown;Middle
2012;Norway;Tooji;Stay;Figge Boström,Peter Boström,Tooji;Unknown;Very long
2012;Bulgaria;Sofi Marinova;Love Unlimited;Krum Georgiev,Yasen Kozev;Doni Vasileva;Long
2012;Switzerland;Sinplus;Unbreakable;Gabriel Broggini,Ivan Broggini;Unknown;Long
2012;Croatia;Nina Badrić;Nebo;Nina Badrić;Unknown;Short
2012;Finland;Pernilla;När Jag Blundar;Jonas Karlsson;Unknown;Long
2012;Portugal;Filipa Sousa;Vida Minha;Andrej Babić;Carlos Coelho;Middle
2012;Georgia;Anri Jokhadze;I'm A Joker;Rusudan Chkhaidze;Bibi Kvachadze;Long
2012;The Netherlands;Joan Franka;You And Me;Jessica Hogeboom,Joan Franka;Joan Franka;Long
2012;Belarus;Litesound;We Are The Heroes;Dmitriy Karyakin,Vladimir Karyakin;Unknown;Very long
2012;Israel;Izabo;Time;Ran Shem Tov,Shiri Hadar;Unknown;Middle
2012;San Marino;Valentina Monetta;The Social Network Song (Oh Oh – Uh - Oh Oh);Ralph Siegel;José Juan Santana Rodriguez,Timothy Touchton;Very long
2012;Slovenia;Eva Boto;Verjamem;Hari Mata Hari,Vladimir Graić;Igor Pirković;Short
2012;Slovakia;Max Jason Mai;Don't Close Your Eyes;Miroslav Šmajda;Unknown;Short
2012;Montenegro;Rambo Amadeus;Euro Neuro;Magnifico;Rambo Amadeus;Long
2012;Latvia;Anmary;Beautiful Song;Ivars Makstnieks;Rolans Ūdris;Very long
2012;Belgium;Iris;Would You?;Jean Bosco Safari,Nina Sampermans,Walter Mannaerts;Unknown;Middle
2012;Austria;Trackshittaz;Woki Mit Deim Popo;Lukas Plöchl,Manuel Hoffelner;Unknown;Very long
2013;Denmark;Emmelie de Forest;Only Teardrops;Julia Fabrin Jakobsen,Lise Cabble,Thomas Stengaard;Unknown;Very long
2013;Azerbaijan;Farid Mammadov;Hold Me;Dimitris Kontopoulos;John Ballard,Ralph Charlie Al Fahel;Middle
2013;Ukraine;Zlata Ognevich;Gravity;Mikhail Nekrasov;Karen Kavaleryan;Short
2013;Norway;Margaret Berger;I Feed You My Love;Karin Park,Niklas Olovson,Robin Lynch;Unknown;Short
2013;Russia;Dina Garipova;What If;Gabriel Alares,Joakim Björnberg,Leonid Gutkin;Unknown;Long
2013;Greece;Koza Mostra feat. Agathon Iakovidis;Alcohol Is Free;Ilias Kozas;Stathis Pachidis;Long
2013;Italy;Marco Mengoni;L'Essenziale;Francesco De Benedittis,Marco Mengoni,Roberto Casalino;Roberto Casalino;Middle
2013;Malta;Gianluca;Tomorrow;Boris Cezek,Dean Muscat;Unknown;Very long
2013;The Netherlands;Anouk;Birds;Anouk,Martin Gjerstad,Tore Johanson;Anouk;Short
2013;Hungary;ByeAlex;Kedvesem;ByeAlex,Zoohacker;ByeAlex;Long
2013;Moldova;Aliona Moon;O Mie;Pasha Parfeny;Yuliana Scutaru;Long
2013;Belgium;Roberto Bellarosa;Love Kills;Andreas Anastasiou,Iain Farquharson,Jukka Immonen;Unknown;Long
2013;Romania;Cezar;It's My Life;Christian Faur;Unknown;Very long
2013;Sweden;Robin Stjernberg;You;Joakim Harestad Haukaas,Joy Deb,Linnea Deb,Robin Stjernberg;Unknown;Long
2013;Georgia;Nodi Tatishvili & Sophie Gelovani;Waterfall;Erik Bernholm,Thomas G:son;Unknown;Short
2013;Belarus;Alyona Lanskaya;Solayoh;Marc Paelinck;Martin King;Very long
2013;Iceland;Eythor Ingi;Ég Á Líf;Örlygur Smári,Pétur Örn Guðmundsson;Unknown;Middle
2013;Armenia;Dorians;Lonely Planet;Tony Iommi;Vardan Zadoyan;Middle
2013;United Kingdom;Bonnie Tyler;Believe In Me;Christopher Braide,Desmond Child,Lauren Christy;Unknown;Long
2013;Estonia;Birgit;Et Uus Saaks Alguse;Mihkel Mattisen;Mihkel Mattisen,Silvia Soro;Middle
2013;Germany;Cascada;Glorious;Andres Ballinas,Manuel Reuter,Tony Cornelissen,Yann Peifer;Unknown;Middle
2013;Lithuania;Andrius Pojavis;Something;Andrius Pojavis;Unknown;Short
2013;France;Amandine Bourgeois;L'enfer Et Moi;David Salkin;Boris Bergman;Long
2013;Finland;Krista Siegfrids;Marry Me;Erik Nyholm,Jessika Lundström,Krista Siegfrids,Kristofer Karlsson;Unknown;Very long
2013;Spain;ESDM;Contigo Hasta El Final (With You Until The End);David Feito,Juan Luis Suárez,Raquel del Rosario;Unknown;Short
2013;Ireland;Ryan Dolan;Only Love Survives;Ryan Dolan,Wez Devine;Unknown;Middle
2013;Serbia;Moje 3;Ljubav Je Svuda;Saša Milošević Mare;Marina Tucaković;Short
2013;San Marino;Valentina Monetta;Crisalide (Vola);Ralph Siegel;Mauro Balestri;Middle
2013;Bulgaria;Elitsa Todorova, Stoyan Yankulov;Samo Shampioni;Christian Talev,Elitsa Todorova;Unknown;Very short
2013;Montenegro;Who See;Igranka;Đorđe Miljenović;Dejan Dedović,Đorđe Miljenović,Mario Đorđević;Very long
2013;Switzerland;Takasa;You And Me;Georg Schlunegger;Unknown;Middle
2013;Croatia;Klapa s mora;Mižerja;Goran Topolovac;Unknown;Very short
2013;Israel;Moran Mazor;Rak Bishvilo;Chen Harari;Gal Sarig;Long
2013;Albania;Adrian Lulgjuraj & Bledar Sejko;Identitet;Bledar Sejko;Eda Sejko;Middle
2013;Austria;Natália Kelly;Shine;Alexander Kahr,Andreas Grass,Nikola Paryla;Andreas Grass,Natália Kelly,Nikola Paryla;Very long
2013;Macedonia;Esma & Lozano;Pred Da Se Razdeni;Darko Dimitrov,Lazar Cvetkoski,Simeon Atanasov;Magdalena Cvetovska-Ena;Short
2013;Latvia;PeR;Here We Go;Arturas Burke,Ralfs Eilands;Ralfs Eilands;Middle
2013;Cyprus;Despina Olympiou;An Me Thimasai;Andreas Georgallis;Zenon Zindilis;Very short
2013;Slovenia;Hannah;Straight Into Love;Hannah Mancini;Unknown;Middle
2014;Austria;Conchita Wurst;Rise Like a Phoenix;Ali Zuckowski,Charlie Mason,Joey Patulka,Julian Maas;Unknown;Middle
2014;The Netherlands;The Common Linnets;Calm After The Storm;Ilse DeLange,Jake Etheridge,JB Meijers,Matthew Crosby,Rob Crosby;Unknown;Short
2014;Sweden;Sanna Nielsen;Undo;David Kreuger,Fredrik Kempe,K-One;Unknown;Very short
2014;Armenia;Aram MP3;Not Alone;Aram Sargsyan;Garik Papoyan;Very short
2014;Hungary;András Kállay-Saunders;Running;András Kállay-Saunders,Krisztián Szakos;András Kállay-Saunders;Middle
2014;Ukraine;Mariya Yaremchuk;Tick - Tock;Mariya Yaremchuk;Mariya Yaremchuk,Sandra Bjurman;Short
2014;Russia;Tolmachevy Sisters;Shine;Dimitris Kontopoulos,Philipp Kirkorov;Gerard James Borg,John Ballard,Ralph Charlie;Short
2014;Norway;Carl Espen;Silent Storm;Josefin Winther;Unknown;Short
2014;Denmark;Basim;Cliche Love Song;Basim Moujahid,Daniel Fält,Kim Nowak-Zorde,Lasse Lindorff;Unknown;Very long
2014;Spain;Ruth Lorenzo;Dancing in the rain;Jim Irvin,Julian Emery,Ruth Lorenzo;Unknown;Short
2014;Finland;Softengine;Something Better;Topi Latukka;Henri Oskár,Topi Latukka;Long
2014;Romania;Paula Seling & OVI;Miracle;Andreas Sjo Engen,Frida Amundsen,Kjetil Helgesen,Marcus Only,Ovidiu Cernăuţeanu,Philip Halloun;Unknown;Middle
2014;Switzerland;Sebalter;Hunter Of Stars;Sebastiano Paù-Lessi;Unknown;Very long
2014;Poland;Donatan & Cleo;My Słowianie - We Are Slavic;Cleo,Donatan;Unknown;Long
2014;Iceland;Pollapönk;No Prejudice;Heiðar Örn Kristjánsson;Haraldur Freyr Gíslason,Heiðar Örn Kristjánsson,John Grant;Very long
2014;Belarus;Teo;Cheesecake;Yuriy Vashchuk;Dmitry Novik;Very long
2014;United Kingdom;Molly;Children of the Universe;Anders Hansson,Molly Smitten-Downes;Unknown;Very long
2014;Germany;Elaiza;Is It Right;Elżbieta Steinmetz,Frank Kretschmer;Adam Kesselhaut,Elżbieta Steinmetz;Middle
2014;Montenegro;Sergej Ćetković;Moj Svijet;Sergej Ćetković;Emina Jahović,Sergej Ćetković;Very short
2014;Greece;Freaky Fortune feat. RiskyKidd;Rise Up;Nicolas Raptakis,Theofilos Pouzbouris;Nicolas Raptakis,RiskyKidd,Theofilos Pouzbouris;Very long
2014;Italy;Emma;La Mia Città;Emma Marrone;Unknown;Very long
2014;Azerbaijan;Dilara Kazimova;Start A Fire;Alessandra Günthardt,Johan Kronlund,Stefan Örn;Unknown;Short
2014;Malta;Firelight;Coming Home;Richard Edwards Micallef;Unknown;Middle
2014;San Marino;Valentina Monetta;Maybe (Forse);Ralph Siegel;Mauro Balestri;Middle
2014;Slovenia;Tinkara Kovač;Round and Round;Raay;Hannah Mancini,Tina Piš,Tinkara Kovač;Short
2014;France;TWIN TWIN;Moustache;Kim N'Guyen,Pierre Beyres;François Ardouvin,Lorent Idir;Very long
2014;Portugal;Suzy;Quero Ser Tua;Emanuel;Unknown;Long
2014;Lithuania;Vilija Matačiūnaitė;Attention;Viktoras Vaupšas,Vilija Matačiūnaitė;Vilija Matačiūnaitė;Middle
2014;Ireland;Can-Linn feat. Kasey Smith;Heartbeat;Hazel Kaneswaran,Jonas Gladnikoff,Patrizia Helander,Rasmus Palmgren;Jonas Gladnikoff,Patrizia Helander,Rasmus Palmgren;Long
2014;Estonia;Tanja;Amazing;Tatjana Mihhailova-Saar,Timo Vendt;Tatjana Mihhailova-Saar;Middle
2014;Macedonia;Tijana;To the Sky;Darko Dimitrov,Lazar Cvetkoski;Darko Dimitrov,Elena Risteska Ivanovska;Long
2014;Latvia;Aarzemnieki;Cake To Bake;Guntis Veilands;Unknown;Very long
2014;Belgium;Axel Hirsoux;Mother;Ashley Hicklin,Rafael Artesero;Unknown;Middle
2014;Albania;Hersi;One Night's Anger;Gentian Lako;Jorgo Papingji;Middle
2014;Israel;Mei Finegold;Same Heart;Rami Talmid;Unknown;Short
