ID;Year;Which contest;Edition;Jury or televoting;From;To;Points;Is duplicate
39760;2017;f;2017f;J;Serbia;Norway;0;0
39761;2017;f;2017f;J;Serbia;Poland;0;0
39762;2017;f;2017f;J;Serbia;Portugal;12;0
39763;2017;f;2017f;J;Serbia;Romania;0;0
39764;2017;f;2017f;J;Serbia;Spain;0;0
39765;2017;f;2017f;J;Serbia;Sweden;2;0
39766;2017;f;2017f;J;Serbia;Netherlands;0;0
39767;2017;f;2017f;J;Serbia;Ukraine;0;0
39768;2017;f;2017f;J;Serbia;United Kingdom;0;0
39769;2017;f;2017f;J;Slovenia;Armenia;3;0
39770;2017;f;2017f;J;Slovenia;Australia;7;0
39771;2017;f;2017f;J;Slovenia;Austria;0;0
39772;2017;f;2017f;J;Slovenia;Azerbaijan;0;0
39773;2017;f;2017f;J;Slovenia;Belarus;0;0
39774;2017;f;2017f;J;Slovenia;Belgium;5;0
39775;2017;f;2017f;J;Slovenia;Bulgaria;8;0
39776;2017;f;2017f;J;Slovenia;Croatia;0;0
39777;2017;f;2017f;J;Slovenia;Cyprus;0;0
39778;2017;f;2017f;J;Slovenia;Denmark;0;0
39779;2017;f;2017f;J;Slovenia;France;0;0
39780;2017;f;2017f;J;Slovenia;Germany;0;0
39781;2017;f;2017f;J;Slovenia;Greece;0;0
39782;2017;f;2017f;J;Slovenia;Hungary;0;0
39783;2017;f;2017f;J;Slovenia;Israel;0;0
39784;2017;f;2017f;J;Slovenia;Italy;2;0
39785;2017;f;2017f;J;Slovenia;Moldova;0;0
39786;2017;f;2017f;J;Slovenia;Norway;0;0
39787;2017;f;2017f;J;Slovenia;Poland;4;0
39788;2017;f;2017f;J;Slovenia;Portugal;12;0
39789;2017;f;2017f;J;Slovenia;Romania;0;0
39790;2017;f;2017f;J;Slovenia;Spain;0;0
39791;2017;f;2017f;J;Slovenia;Sweden;6;0
39792;2017;f;2017f;J;Slovenia;Netherlands;1;0
39793;2017;f;2017f;J;Slovenia;Ukraine;0;0
39794;2017;f;2017f;J;Slovenia;United Kingdom;10;0
39795;2017;f;2017f;J;Spain;Armenia;0;0
39796;2017;f;2017f;J;Spain;Australia;8;0
39797;2017;f;2017f;J;Spain;Austria;3;0
39798;2017;f;2017f;J;Spain;Azerbaijan;0;0
39799;2017;f;2017f;J;Spain;Belarus;0;0
39800;2017;f;2017f;J;Spain;Belgium;4;0
39801;2017;f;2017f;J;Spain;Bulgaria;6;0
39802;2017;f;2017f;J;Spain;Croatia;0;0
39803;2017;f;2017f;J;Spain;Cyprus;0;0
39804;2017;f;2017f;J;Spain;Denmark;0;0
39805;2017;f;2017f;J;Spain;France;0;0
39806;2017;f;2017f;J;Spain;Germany;0;0
39807;2017;f;2017f;J;Spain;Greece;2;0
39808;2017;f;2017f;J;Spain;Hungary;0;0
39809;2017;f;2017f;J;Spain;Israel;0;0
39810;2017;f;2017f;J;Spain;Italy;10;0
39811;2017;f;2017f;J;Spain;Moldova;7;0
39812;2017;f;2017f;J;Spain;Norway;0;0
39813;2017;f;2017f;J;Spain;Poland;0;0
39814;2017;f;2017f;J;Spain;Portugal;12;0
39815;2017;f;2017f;J;Spain;Romania;0;0
39816;2017;f;2017f;J;Spain;Spain;0;1
39817;2017;f;2017f;J;Spain;Sweden;5;0
39818;2017;f;2017f;J;Spain;Netherlands;1;0
39819;2017;f;2017f;J;Spain;Ukraine;0;0
39820;2017;f;2017f;J;Spain;United Kingdom;0;0
39821;2017;f;2017f;J;Sweden;Armenia;0;0
39822;2017;f;2017f;J;Sweden;Australia;10;0
39823;2017;f;2017f;J;Sweden;Austria;4;0
39824;2017;f;2017f;J;Sweden;Azerbaijan;0;0
39825;2017;f;2017f;J;Sweden;Belarus;0;0
39826;2017;f;2017f;J;Sweden;Belgium;1;0
39827;2017;f;2017f;J;Sweden;Bulgaria;7;0
39828;2017;f;2017f;J;Sweden;Croatia;0;0
39829;2017;f;2017f;J;Sweden;Cyprus;2;0
39830;2017;f;2017f;J;Sweden;Denmark;5;0
39831;2017;f;2017f;J;Sweden;France;0;0
39832;2017;f;2017f;J;Sweden;Germany;0;0
39833;2017;f;2017f;J;Sweden;Greece;0;0
39834;2017;f;2017f;J;Sweden;Hungary;0;0
39835;2017;f;2017f;J;Sweden;Israel;0;0
39836;2017;f;2017f;J;Sweden;Italy;6;0
39837;2017;f;2017f;J;Sweden;Moldova;8;0
39838;2017;f;2017f;J;Sweden;Norway;0;0
39839;2017;f;2017f;J;Sweden;Poland;0;0
39840;2017;f;2017f;J;Sweden;Portugal;12;0
39841;2017;f;2017f;J;Sweden;Romania;0;0
39842;2017;f;2017f;J;Sweden;Spain;0;0
39843;2017;f;2017f;J;Sweden;Sweden;0;1
39844;2017;f;2017f;J;Sweden;Netherlands;3;0
39845;2017;f;2017f;J;Sweden;Ukraine;0;0
39846;2017;f;2017f;J;Sweden;United Kingdom;0;0
39847;2017;f;2017f;J;Switzerland;Armenia;0;0
39848;2017;f;2017f;J;Switzerland;Australia;4;0
39849;2017;f;2017f;J;Switzerland;Austria;0;0
39850;2017;f;2017f;J;Switzerland;Azerbaijan;0;0
39851;2017;f;2017f;J;Switzerland;Belarus;0;0
39852;2017;f;2017f;J;Switzerland;Belgium;6;0
39853;2017;f;2017f;J;Switzerland;Bulgaria;8;0
39854;2017;f;2017f;J;Switzerland;Croatia;0;0
39855;2017;f;2017f;J;Switzerland;Cyprus;0;0
39856;2017;f;2017f;J;Switzerland;Denmark;0;0
39857;2017;f;2017f;J;Switzerland;France;1;0
39858;2017;f;2017f;J;Switzerland;Germany;0;0
39859;2017;f;2017f;J;Switzerland;Greece;0;0
39860;2017;f;2017f;J;Switzerland;Hungary;3;0
39861;2017;f;2017f;J;Switzerland;Israel;0;0
39862;2017;f;2017f;J;Switzerland;Italy;2;0
39863;2017;f;2017f;J;Switzerland;Moldova;0;0
39864;2017;f;2017f;J;Switzerland;Norway;5;0
39865;2017;f;2017f;J;Switzerland;Poland;0;0
39866;2017;f;2017f;J;Switzerland;Portugal;12;0
39867;2017;f;2017f;J;Switzerland;Romania;0;0
39868;2017;f;2017f;J;Switzerland;Spain;0;0
39869;2017;f;2017f;J;Switzerland;Sweden;10;0
39870;2017;f;2017f;J;Switzerland;Netherlands;7;0
39871;2017;f;2017f;J;Switzerland;Ukraine;0;0
39872;2017;f;2017f;J;Switzerland;United Kingdom;0;0
39873;2017;f;2017f;J;Netherlands;Armenia;0;0
39874;2017;f;2017f;J;Netherlands;Australia;4;0
39875;2017;f;2017f;J;Netherlands;Austria;3;0
39876;2017;f;2017f;J;Netherlands;Azerbaijan;0;0
39877;2017;f;2017f;J;Netherlands;Belarus;0;0
39878;2017;f;2017f;J;Netherlands;Belgium;2;0
39879;2017;f;2017f;J;Netherlands;Bulgaria;10;0
39880;2017;f;2017f;J;Netherlands;Croatia;0;0
39881;2017;f;2017f;J;Netherlands;Cyprus;0;0
39882;2017;f;2017f;J;Netherlands;Denmark;8;0
39883;2017;f;2017f;J;Netherlands;France;0;0
39884;2017;f;2017f;J;Netherlands;Germany;0;0
39885;2017;f;2017f;J;Netherlands;Greece;0;0
39886;2017;f;2017f;J;Netherlands;Hungary;0;0
39887;2017;f;2017f;J;Netherlands;Israel;0;0
39888;2017;f;2017f;J;Netherlands;Italy;0;0
39889;2017;f;2017f;J;Netherlands;Moldova;0;0
39890;2017;f;2017f;J;Netherlands;Norway;7;0
39891;2017;f;2017f;J;Netherlands;Poland;0;0
39892;2017;f;2017f;J;Netherlands;Portugal;12;0
39893;2017;f;2017f;J;Netherlands;Romania;1;0
39894;2017;f;2017f;J;Netherlands;Spain;0;0
39895;2017;f;2017f;J;Netherlands;Sweden;6;0
39896;2017;f;2017f;J;Netherlands;Netherlands;0;1
39897;2017;f;2017f;J;Netherlands;Ukraine;0;0
39898;2017;f;2017f;J;Netherlands;United Kingdom;5;0
39899;2017;f;2017f;J;Ukraine;Armenia;0;0
39900;2017;f;2017f;J;Ukraine;Australia;2;0
39901;2017;f;2017f;J;Ukraine;Austria;0;0
39902;2017;f;2017f;J;Ukraine;Azerbaijan;6;0
39903;2017;f;2017f;J;Ukraine;Belarus;12;0
39904;2017;f;2017f;J;Ukraine;Belgium;1;0
39905;2017;f;2017f;J;Ukraine;Bulgaria;0;0
39906;2017;f;2017f;J;Ukraine;Croatia;7;0
39907;2017;f;2017f;J;Ukraine;Cyprus;0;0
39908;2017;f;2017f;J;Ukraine;Denmark;0;0
39909;2017;f;2017f;J;Ukraine;France;5;0
39910;2017;f;2017f;J;Ukraine;Germany;0;0
39911;2017;f;2017f;J;Ukraine;Greece;0;0
39912;2017;f;2017f;J;Ukraine;Hungary;8;0
39913;2017;f;2017f;J;Ukraine;Israel;0;0
39914;2017;f;2017f;J;Ukraine;Italy;0;0
39915;2017;f;2017f;J;Ukraine;Moldova;4;0
39916;2017;f;2017f;J;Ukraine;Norway;0;0
39917;2017;f;2017f;J;Ukraine;Poland;0;0
39918;2017;f;2017f;J;Ukraine;Portugal;10;0
39919;2017;f;2017f;J;Ukraine;Romania;0;0
39920;2017;f;2017f;J;Ukraine;Spain;0;0
39921;2017;f;2017f;J;Ukraine;Sweden;0;0
39922;2017;f;2017f;J;Ukraine;Netherlands;3;0
39923;2017;f;2017f;J;Ukraine;Ukraine;0;1
39924;2017;f;2017f;J;Ukraine;United Kingdom;0;0
39925;2017;f;2017f;J;United Kingdom;Armenia;0;0
39926;2017;f;2017f;J;United Kingdom;Australia;10;0
39927;2017;f;2017f;J;United Kingdom;Austria;3;0
39928;2017;f;2017f;J;United Kingdom;Azerbaijan;0;0
39929;2017;f;2017f;J;United Kingdom;Belarus;1;0
39930;2017;f;2017f;J;United Kingdom;Belgium;5;0
39931;2017;f;2017f;J;United Kingdom;Bulgaria;7;0
39932;2017;f;2017f;J;United Kingdom;Croatia;0;0
39933;2017;f;2017f;J;United Kingdom;Cyprus;0;0
39934;2017;f;2017f;J;United Kingdom;Denmark;2;0
39935;2017;f;2017f;J;United Kingdom;France;0;0
39936;2017;f;2017f;J;United Kingdom;Germany;0;0
39937;2017;f;2017f;J;United Kingdom;Greece;0;0
39938;2017;f;2017f;J;United Kingdom;Hungary;0;0
39939;2017;f;2017f;J;United Kingdom;Israel;0;0
39940;2017;f;2017f;J;United Kingdom;Italy;0;0
39941;2017;f;2017f;J;United Kingdom;Moldova;6;0
39942;2017;f;2017f;J;United Kingdom;Norway;0;0
39943;2017;f;2017f;J;United Kingdom;Poland;0;0
39944;2017;f;2017f;J;United Kingdom;Portugal;12;0
39945;2017;f;2017f;J;United Kingdom;Romania;0;0
39946;2017;f;2017f;J;United Kingdom;Spain;0;0
39947;2017;f;2017f;J;United Kingdom;Sweden;8;0
39948;2017;f;2017f;J;United Kingdom;Netherlands;4;0
39949;2017;f;2017f;J;United Kingdom;Ukraine;0;0
39950;2017;f;2017f;J;United Kingdom;United Kingdom;0;1
39951;2017;f;2017f;T;Albania;Armenia;0;0
39952;2017;f;2017f;T;Albania;Australia;0;0
39953;2017;f;2017f;T;Albania;Austria;0;0
39954;2017;f;2017f;T;Albania;Azerbaijan;0;0
39955;2017;f;2017f;T;Albania;Belarus;0;0
39956;2017;f;2017f;T;Albania;Belgium;5;0
39957;2017;f;2017f;T;Albania;Bulgaria;10;0
39958;2017;f;2017f;T;Albania;Croatia;7;0
39959;2017;f;2017f;T;Albania;Cyprus;0;0
39960;2017;f;2017f;T;Albania;Denmark;0;0
39961;2017;f;2017f;T;Albania;France;1;0
39962;2017;f;2017f;T;Albania;Germany;0;0
39963;2017;f;2017f;T;Albania;Greece;3;0
39964;2017;f;2017f;T;Albania;Hungary;6;0
39965;2017;f;2017f;T;Albania;Israel;0;0
39966;2017;f;2017f;T;Albania;Italy;12;0
39967;2017;f;2017f;T;Albania;Moldova;0;0
39968;2017;f;2017f;T;Albania;Norway;0;0
39969;2017;f;2017f;T;Albania;Poland;0;0
39970;2017;f;2017f;T;Albania;Portugal;8;0
39971;2017;f;2017f;T;Albania;Romania;4;0
39972;2017;f;2017f;T;Albania;Spain;0;0
39973;2017;f;2017f;T;Albania;Sweden;2;0
39974;2017;f;2017f;T;Albania;Netherlands;0;0
39975;2017;f;2017f;T;Albania;Ukraine;0;0
39976;2017;f;2017f;T;Albania;United Kingdom;0;0
39977;2017;f;2017f;T;Armenia;Armenia;0;1
39978;2017;f;2017f;T;Armenia;Australia;0;0
39979;2017;f;2017f;T;Armenia;Austria;0;0
39980;2017;f;2017f;T;Armenia;Azerbaijan;0;0
39981;2017;f;2017f;T;Armenia;Belarus;0;0
39982;2017;f;2017f;T;Armenia;Belgium;5;0
39983;2017;f;2017f;T;Armenia;Bulgaria;7;0
39984;2017;f;2017f;T;Armenia;Croatia;0;0
39985;2017;f;2017f;T;Armenia;Cyprus;12;0
39986;2017;f;2017f;T;Armenia;Denmark;0;0
39987;2017;f;2017f;T;Armenia;France;8;0
39988;2017;f;2017f;T;Armenia;Germany;0;0
39989;2017;f;2017f;T;Armenia;Greece;1;0
39990;2017;f;2017f;T;Armenia;Hungary;0;0
39991;2017;f;2017f;T;Armenia;Israel;0;0
39992;2017;f;2017f;T;Armenia;Italy;4;0
39993;2017;f;2017f;T;Armenia;Moldova;6;0
39994;2017;f;2017f;T;Armenia;Norway;0;0
39995;2017;f;2017f;T;Armenia;Poland;0;0
39996;2017;f;2017f;T;Armenia;Portugal;10;0
39997;2017;f;2017f;T;Armenia;Romania;2;0
39998;2017;f;2017f;T;Armenia;Spain;0;0
39999;2017;f;2017f;T;Armenia;Sweden;3;0
40000;2017;f;2017f;T;Armenia;Netherlands;0;0
40001;2017;f;2017f;T;Armenia;Ukraine;0;0
40002;2017;f;2017f;T;Armenia;United Kingdom;0;0
40003;2017;f;2017f;T;Australia;Armenia;0;0
40004;2017;f;2017f;T;Australia;Australia;0;1
40005;2017;f;2017f;T;Australia;Austria;0;0
40006;2017;f;2017f;T;Australia;Azerbaijan;0;0
40007;2017;f;2017f;T;Australia;Belarus;0;0
40008;2017;f;2017f;T;Australia;Belgium;4;0
40009;2017;f;2017f;T;Australia;Bulgaria;5;0
40010;2017;f;2017f;T;Australia;Croatia;1;0
40011;2017;f;2017f;T;Australia;Cyprus;0;0
40012;2017;f;2017f;T;Australia;Denmark;8;0
40013;2017;f;2017f;T;Australia;France;0;0
40014;2017;f;2017f;T;Australia;Germany;0;0
40015;2017;f;2017f;T;Australia;Greece;0;0
40016;2017;f;2017f;T;Australia;Hungary;0;0
40017;2017;f;2017f;T;Australia;Israel;0;0
40018;2017;f;2017f;T;Australia;Italy;2;0
40019;2017;f;2017f;T;Australia;Moldova;12;0
40020;2017;f;2017f;T;Australia;Norway;0;0
40021;2017;f;2017f;T;Australia;Poland;0;0
40022;2017;f;2017f;T;Australia;Portugal;7;0
40023;2017;f;2017f;T;Australia;Romania;10;0
40024;2017;f;2017f;T;Australia;Spain;0;0
40025;2017;f;2017f;T;Australia;Sweden;6;0
40026;2017;f;2017f;T;Australia;Netherlands;0;0
40027;2017;f;2017f;T;Australia;Ukraine;0;0
40028;2017;f;2017f;T;Australia;United Kingdom;3;0
40029;2017;f;2017f;T;Austria;Armenia;0;0
40030;2017;f;2017f;T;Austria;Australia;0;0
40031;2017;f;2017f;T;Austria;Austria;0;1
40032;2017;f;2017f;T;Austria;Azerbaijan;0;0
40033;2017;f;2017f;T;Austria;Belarus;0;0
40034;2017;f;2017f;T;Austria;Belgium;8;0
40035;2017;f;2017f;T;Austria;Bulgaria;7;0
40036;2017;f;2017f;T;Austria;Croatia;4;0
40037;2017;f;2017f;T;Austria;Cyprus;0;0
40038;2017;f;2017f;T;Austria;Denmark;0;0
40039;2017;f;2017f;T;Austria;France;0;0
40040;2017;f;2017f;T;Austria;Germany;0;0
40041;2017;f;2017f;T;Austria;Greece;0;0
40042;2017;f;2017f;T;Austria;Hungary;5;0
40043;2017;f;2017f;T;Austria;Israel;0;0
40044;2017;f;2017f;T;Austria;Italy;6;0
40045;2017;f;2017f;T;Austria;Moldova;3;0
40046;2017;f;2017f;T;Austria;Norway;0;0
40047;2017;f;2017f;T;Austria;Poland;2;0
40048;2017;f;2017f;T;Austria;Portugal;12;0
40049;2017;f;2017f;T;Austria;Romania;10;0
40050;2017;f;2017f;T;Austria;Spain;0;0
40051;2017;f;2017f;T;Austria;Sweden;1;0
40052;2017;f;2017f;T;Austria;Netherlands;0;0
40053;2017;f;2017f;T;Austria;Ukraine;0;0
40054;2017;f;2017f;T;Austria;United Kingdom;0;0
40055;2017;f;2017f;T;Azerbaijan;Armenia;0;0
40056;2017;f;2017f;T;Azerbaijan;Australia;0;0
40057;2017;f;2017f;T;Azerbaijan;Austria;0;0
40058;2017;f;2017f;T;Azerbaijan;Azerbaijan;0;1
40059;2017;f;2017f;T;Azerbaijan;Belarus;0;0
40060;2017;f;2017f;T;Azerbaijan;Belgium;4;0
40061;2017;f;2017f;T;Azerbaijan;Bulgaria;12;0
40062;2017;f;2017f;T;Azerbaijan;Croatia;0;0
40063;2017;f;2017f;T;Azerbaijan;Cyprus;0;0
40064;2017;f;2017f;T;Azerbaijan;Denmark;0;0
40065;2017;f;2017f;T;Azerbaijan;France;5;0
40066;2017;f;2017f;T;Azerbaijan;Germany;0;0
40067;2017;f;2017f;T;Azerbaijan;Greece;0;0
40068;2017;f;2017f;T;Azerbaijan;Hungary;7;0
40069;2017;f;2017f;T;Azerbaijan;Israel;1;0
40070;2017;f;2017f;T;Azerbaijan;Italy;6;0
40071;2017;f;2017f;T;Azerbaijan;Moldova;10;0
40072;2017;f;2017f;T;Azerbaijan;Norway;0;0
40073;2017;f;2017f;T;Azerbaijan;Poland;0;0
40074;2017;f;2017f;T;Azerbaijan;Portugal;8;0
40075;2017;f;2017f;T;Azerbaijan;Romania;2;0
40076;2017;f;2017f;T;Azerbaijan;Spain;0;0
40077;2017;f;2017f;T;Azerbaijan;Sweden;3;0
40078;2017;f;2017f;T;Azerbaijan;Netherlands;0;0
40079;2017;f;2017f;T;Azerbaijan;Ukraine;0;0
40080;2017;f;2017f;T;Azerbaijan;United Kingdom;0;0
40081;2017;f;2017f;T;Belarus;Armenia;0;0
40082;2017;f;2017f;T;Belarus;Australia;0;0
40083;2017;f;2017f;T;Belarus;Austria;0;0
40084;2017;f;2017f;T;Belarus;Azerbaijan;0;0
40085;2017;f;2017f;T;Belarus;Belarus;0;1
40086;2017;f;2017f;T;Belarus;Belgium;6;0
40087;2017;f;2017f;T;Belarus;Bulgaria;12;0
40088;2017;f;2017f;T;Belarus;Croatia;0;0
40089;2017;f;2017f;T;Belarus;Cyprus;0;0
40090;2017;f;2017f;T;Belarus;Denmark;0;0
40091;2017;f;2017f;T;Belarus;France;4;0
40092;2017;f;2017f;T;Belarus;Germany;0;0
40093;2017;f;2017f;T;Belarus;Greece;0;0
40094;2017;f;2017f;T;Belarus;Hungary;8;0
40095;2017;f;2017f;T;Belarus;Israel;0;0
40096;2017;f;2017f;T;Belarus;Italy;0;0
40097;2017;f;2017f;T;Belarus;Moldova;10;0
40098;2017;f;2017f;T;Belarus;Norway;5;0
40099;2017;f;2017f;T;Belarus;Poland;0;0
40100;2017;f;2017f;T;Belarus;Portugal;7;0
40101;2017;f;2017f;T;Belarus;Romania;2;0
40102;2017;f;2017f;T;Belarus;Spain;0;0
40103;2017;f;2017f;T;Belarus;Sweden;3;0
40104;2017;f;2017f;T;Belarus;Netherlands;0;0
40105;2017;f;2017f;T;Belarus;Ukraine;1;0
40106;2017;f;2017f;T;Belarus;United Kingdom;0;0
40107;2017;f;2017f;T;Belgium;Armenia;0;0
40108;2017;f;2017f;T;Belgium;Australia;0;0
40109;2017;f;2017f;T;Belgium;Austria;0;0
40110;2017;f;2017f;T;Belgium;Azerbaijan;0;0
40111;2017;f;2017f;T;Belgium;Belarus;0;0
40112;2017;f;2017f;T;Belgium;Belgium;0;1
40113;2017;f;2017f;T;Belgium;Bulgaria;8;0
40114;2017;f;2017f;T;Belgium;Croatia;0;0
40115;2017;f;2017f;T;Belgium;Cyprus;0;0
40116;2017;f;2017f;T;Belgium;Denmark;0;0
40117;2017;f;2017f;T;Belgium;France;3;0
40118;2017;f;2017f;T;Belgium;Germany;0;0
40119;2017;f;2017f;T;Belgium;Greece;0;0
40120;2017;f;2017f;T;Belgium;Hungary;1;0
40121;2017;f;2017f;T;Belgium;Israel;0;0
40122;2017;f;2017f;T;Belgium;Italy;5;0
40123;2017;f;2017f;T;Belgium;Moldova;7;0
40124;2017;f;2017f;T;Belgium;Norway;0;0
40125;2017;f;2017f;T;Belgium;Poland;4;0
40126;2017;f;2017f;T;Belgium;Portugal;12;0
40127;2017;f;2017f;T;Belgium;Romania;6;0
40128;2017;f;2017f;T;Belgium;Spain;0;0
40129;2017;f;2017f;T;Belgium;Sweden;2;0
40130;2017;f;2017f;T;Belgium;Netherlands;10;0
40131;2017;f;2017f;T;Belgium;Ukraine;0;0
40132;2017;f;2017f;T;Belgium;United Kingdom;0;0
40133;2017;f;2017f;T;Bulgaria;Armenia;0;0
40134;2017;f;2017f;T;Bulgaria;Australia;0;0
40135;2017;f;2017f;T;Bulgaria;Austria;0;0
40136;2017;f;2017f;T;Bulgaria;Azerbaijan;0;0
40137;2017;f;2017f;T;Bulgaria;Belarus;0;0
40138;2017;f;2017f;T;Bulgaria;Belgium;4;0
40139;2017;f;2017f;T;Bulgaria;Bulgaria;0;1
40140;2017;f;2017f;T;Bulgaria;Croatia;1;0
40141;2017;f;2017f;T;Bulgaria;Cyprus;3;0
40142;2017;f;2017f;T;Bulgaria;Denmark;0;0
40143;2017;f;2017f;T;Bulgaria;France;12;0
40144;2017;f;2017f;T;Bulgaria;Germany;0;0
40145;2017;f;2017f;T;Bulgaria;Greece;5;0
40146;2017;f;2017f;T;Bulgaria;Hungary;6;0
40147;2017;f;2017f;T;Bulgaria;Israel;0;0
40148;2017;f;2017f;T;Bulgaria;Italy;0;0
40149;2017;f;2017f;T;Bulgaria;Moldova;10;0
40150;2017;f;2017f;T;Bulgaria;Norway;0;0
40151;2017;f;2017f;T;Bulgaria;Poland;0;0
40152;2017;f;2017f;T;Bulgaria;Portugal;7;0
40153;2017;f;2017f;T;Bulgaria;Romania;8;0
40154;2017;f;2017f;T;Bulgaria;Spain;0;0
40155;2017;f;2017f;T;Bulgaria;Sweden;2;0
40156;2017;f;2017f;T;Bulgaria;Netherlands;0;0
40157;2017;f;2017f;T;Bulgaria;Ukraine;0;0
40158;2017;f;2017f;T;Bulgaria;United Kingdom;0;0
40159;2017;f;2017f;T;Croatia;Armenia;0;0
40160;2017;f;2017f;T;Croatia;Australia;0;0
40161;2017;f;2017f;T;Croatia;Austria;0;0
40162;2017;f;2017f;T;Croatia;Azerbaijan;0;0
40163;2017;f;2017f;T;Croatia;Belarus;0;0
40164;2017;f;2017f;T;Croatia;Belgium;5;0
40165;2017;f;2017f;T;Croatia;Bulgaria;8;0
40166;2017;f;2017f;T;Croatia;Croatia;0;1
40167;2017;f;2017f;T;Croatia;Cyprus;0;0
40168;2017;f;2017f;T;Croatia;Denmark;0;0
40169;2017;f;2017f;T;Croatia;France;3;0
40170;2017;f;2017f;T;Croatia;Germany;0;0
40171;2017;f;2017f;T;Croatia;Greece;0;0
40172;2017;f;2017f;T;Croatia;Hungary;12;0
40173;2017;f;2017f;T;Croatia;Israel;0;0
40174;2017;f;2017f;T;Croatia;Italy;7;0
40175;2017;f;2017f;T;Croatia;Moldova;4;0
40176;2017;f;2017f;T;Croatia;Norway;0;0
40177;2017;f;2017f;T;Croatia;Poland;0;0
40178;2017;f;2017f;T;Croatia;Portugal;10;0
40179;2017;f;2017f;T;Croatia;Romania;6;0
40180;2017;f;2017f;T;Croatia;Spain;0;0
40181;2017;f;2017f;T;Croatia;Sweden;2;0
40182;2017;f;2017f;T;Croatia;Netherlands;1;0
40183;2017;f;2017f;T;Croatia;Ukraine;0;0
40184;2017;f;2017f;T;Croatia;United Kingdom;0;0
40185;2017;f;2017f;T;Cyprus;Armenia;1;0
40186;2017;f;2017f;T;Cyprus;Australia;0;0
40187;2017;f;2017f;T;Cyprus;Austria;0;0
40188;2017;f;2017f;T;Cyprus;Azerbaijan;0;0
40189;2017;f;2017f;T;Cyprus;Belarus;0;0
40190;2017;f;2017f;T;Cyprus;Belgium;2;0
40191;2017;f;2017f;T;Cyprus;Bulgaria;10;0
40192;2017;f;2017f;T;Cyprus;Croatia;0;0
40193;2017;f;2017f;T;Cyprus;Cyprus;0;1
40194;2017;f;2017f;T;Cyprus;Denmark;0;0
40195;2017;f;2017f;T;Cyprus;France;3;0
40196;2017;f;2017f;T;Cyprus;Germany;0;0
40197;2017;f;2017f;T;Cyprus;Greece;12;0
40198;2017;f;2017f;T;Cyprus;Hungary;0;0
40199;2017;f;2017f;T;Cyprus;Israel;0;0
40200;2017;f;2017f;T;Cyprus;Italy;8;0
40201;2017;f;2017f;T;Cyprus;Moldova;6;0
40202;2017;f;2017f;T;Cyprus;Norway;0;0
40203;2017;f;2017f;T;Cyprus;Poland;0;0
40204;2017;f;2017f;T;Cyprus;Portugal;7;0
40205;2017;f;2017f;T;Cyprus;Romania;4;0
40206;2017;f;2017f;T;Cyprus;Spain;0;0
40207;2017;f;2017f;T;Cyprus;Sweden;5;0
40208;2017;f;2017f;T;Cyprus;Netherlands;0;0
40209;2017;f;2017f;T;Cyprus;Ukraine;0;0
40210;2017;f;2017f;T;Cyprus;United Kingdom;0;0
40211;2017;f;2017f;T;Czech Republic;Armenia;2;0
40212;2017;f;2017f;T;Czech Republic;Australia;0;0
40213;2017;f;2017f;T;Czech Republic;Austria;0;0
40214;2017;f;2017f;T;Czech Republic;Azerbaijan;10;0
40215;2017;f;2017f;T;Czech Republic;Belarus;3;0
40216;2017;f;2017f;T;Czech Republic;Belgium;4;0
40217;2017;f;2017f;T;Czech Republic;Bulgaria;12;0
40218;2017;f;2017f;T;Czech Republic;Croatia;0;0
40219;2017;f;2017f;T;Czech Republic;Cyprus;0;0
40220;2017;f;2017f;T;Czech Republic;Denmark;0;0
40221;2017;f;2017f;T;Czech Republic;France;0;0
40222;2017;f;2017f;T;Czech Republic;Germany;0;0
40223;2017;f;2017f;T;Czech Republic;Greece;0;0
40224;2017;f;2017f;T;Czech Republic;Hungary;0;0
40225;2017;f;2017f;T;Czech Republic;Israel;0;0
40226;2017;f;2017f;T;Czech Republic;Italy;1;0
40227;2017;f;2017f;T;Czech Republic;Moldova;5;0
40228;2017;f;2017f;T;Czech Republic;Norway;0;0
40229;2017;f;2017f;T;Czech Republic;Poland;0;0
40230;2017;f;2017f;T;Czech Republic;Portugal;8;0
40231;2017;f;2017f;T;Czech Republic;Romania;6;0
40232;2017;f;2017f;T;Czech Republic;Spain;0;0
40233;2017;f;2017f;T;Czech Republic;Sweden;0;0
40234;2017;f;2017f;T;Czech Republic;Netherlands;0;0
40235;2017;f;2017f;T;Czech Republic;Ukraine;7;0
40236;2017;f;2017f;T;Czech Republic;United Kingdom;0;0
40237;2017;f;2017f;T;Denmark;Armenia;0;0
40238;2017;f;2017f;T;Denmark;Australia;2;0
40239;2017;f;2017f;T;Denmark;Austria;0;0
40240;2017;f;2017f;T;Denmark;Azerbaijan;0;0
40241;2017;f;2017f;T;Denmark;Belarus;0;0
40242;2017;f;2017f;T;Denmark;Belgium;6;0
40243;2017;f;2017f;T;Denmark;Bulgaria;10;0
40244;2017;f;2017f;T;Denmark;Croatia;0;0
40245;2017;f;2017f;T;Denmark;Cyprus;0;0
40246;2017;f;2017f;T;Denmark;Denmark;0;1
40247;2017;f;2017f;T;Denmark;France;0;0
40248;2017;f;2017f;T;Denmark;Germany;0;0
40249;2017;f;2017f;T;Denmark;Greece;0;0
40250;2017;f;2017f;T;Denmark;Hungary;3;0
